Time,Day_of_week,Age_band_of_driver,Drivers_gender,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Casualty_gender,Age_band_of_casualty,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
16:05:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Turnover,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
9:00:00,Thursday,18-30,Male,Junior high school,Other,Below 1yr,Public (12 seats),Owner,Unknown,No defect,Industrial areas,Undivided Two way,Tangent road with flat terrain,+,Asphalt roads,Wet or damp,Daylight,Other,Rollover,2,1,Going straight,Driver or rider,Male,31-50,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
15:40:00,Monday,31-50,Female,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,5-10yrs,,Hospital areas,Other,Steep grade downward with mountainous terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
16:46:00,Thursday,18-30,Male,Elementary school,Employee,1-2yr,Public (13?45 seats),Owner,2-5yrs,,Other,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
16:46:00,Thursday,31-50,Male,Junior high school,Owner,1-2yr,Public (12 seats),Owner,Above 10yr,No defect,Other,Other,Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:45:00,Sunday,18-30,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,5-10yrs,,Industrial areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,2,Overtaking,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:45:00,Sunday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,2,Going straight,Driver or rider,Male,Over 51,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
20:30:00,Sunday,Over 51,Male,Junior high school,Employee,5-10yr,Other,Owner,5-10yrs,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,6,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
13:45:00,Sunday,Under 18,Male,High school,Owner,,Automobile,Owner,5-10yrs,No defect,School areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Snow,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
20:00:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Governmental,1-2yr,No defect,Industrial areas,One way,Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,Over 51,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
20:00:00,Friday,31-50,Male,Above high school,Employee,1-2yr,Automobile,Governmental,1-2yr,No defect,Church areas,Other,Steep grade downward with mountainous terrain,Y,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,2,2,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
17:46:00,Thursday,Over 51,Male,Elementary school,Employee,Above 10yr,Other,Organization,1-2yr,No defect,Office areas,Other,Tangent road with flat terrain,Y,Earth roads,Snow,Darkness - lights lit,Other,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Female,18-30,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:46:00,Thursday,Over 51,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Snow,Darkness - lights lit,Other,Vehicle with vehicle collision,2,3,Moving Backward,Passenger,Male,31-50,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
14:20:00,Friday,18-30,Male,Elementary school,Employee,2-5yr,Automobile,Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
7:40:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Above 10yr,No defect,Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Going straight,Passenger,Male,18-30,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
8:35:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,5-10yrs,,Other,One way,Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Daylight,Windy,Collision with pedestrians,2,1,Going straight,Pedestrian,Female,Under 18,Self-employed,Normal,Unknown or other,Changing lane to the right,Slight Injury
8:40:00,Wednesday,18-30,Male,Elementary school,Employee,2-5yr,Other,Owner,1-2yr,No defect,Other,One way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
12:46:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Governmental,Below 1yr,No defect,Residential areas,Other,Steep grade downward with mountainous terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
18:02:00,Wednesday,31-50,Male,Junior high school,Owner,5-10yr,Pick up upto 10Q,Owner,2-5yrs,,Office areas,Undivided Two way,Tangent road with flat terrain,+,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,Reversing,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
16:35:00,Friday,Unknown,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
16:35:00,Friday,18-30,Male,Junior high school,Employee,1-2yr,Ridden horse,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
8:22:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,5-10yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
8:22:00,Saturday,18-30,Male,High school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
16:00:00,Tuesday,Over 51,Male,High school,Owner,Above 10yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
16:00:00,Tuesday,Under 18,Male,Elementary school,Employee,2-5yr,Public (> 45 seats),Governmental,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Turnover,Slight Injury
2:13:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Stationwagen,Governmental,Below 1yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury
20:10:00,Sunday,18-30,Male,Junior high school,Other,No Licence,Public (12 seats),Owner,Unknown,No defect,School areas,Double carriageway (median),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,na,na,na,Employee,Normal,Not a Pedestrian,Driving to the left,Slight Injury
23:53:00,Thursday,Unknown,Female,Junior high school,Owner,5-10yr,Automobile,Owner,2-5yrs,No defect,School areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
23:53:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Residential areas,One way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
11:30:00,Wednesday,Unknown,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
11:30:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Driver or rider,Male,Under 18,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
9:15:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Cloudy,Collision with roadside objects,2,1,Going straight,Pedestrian,Male,Under 18,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
9:15:00,Tuesday,Over 51,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Above 10yr,No defect,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Over 51,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
8:38:00,Tuesday,18-30,Male,High school,Employee,1-2yr,Taxi,Owner,5-10yrs,No defect,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Pedestrian,Male,31-50,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
13:00:00,Thursday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,No defect,Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,31-50,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
8:00:00,Thursday,18-30,Male,Elementary school,Employee,Above 10yr,Stationwagen,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
13:13:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
13:13:00,Wednesday,Unknown,Female,Junior high school,Employee,1-2yr,Lorry (41?100Q),Organization,Above 10yr,No defect,Outside Rural village areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Entering a junction,Driver or rider,Male,5,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
17:51:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,na,na,na,Other,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:51:00,Tuesday,31-50,Male,High school,Owner,2-5yr,Public (12 seats),Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,Over 51,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury
15:50:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Above 10yr,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury
15:50:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Going straight,Driver or rider,Male,18-30,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
15:45:00,Tuesday,Unknown,Male,High school,Employee,Above 10yr,Motorcycle,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,3,Going straight,Passenger,Female,31-50,Driver,Normal,Not a Pedestrian,Other,Slight Injury
15:45:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,31-50,Self-employed,Normal,Not a Pedestrian,Overtaking,Slight Injury
15:30:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,,Residential areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Getting off,Pedestrian,Female,31-50,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Slight Injury
15:30:00,Monday,Over 51,Male,High school,Employee,2-5yr,Public (> 45 seats),Owner,Unknown,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Getting off,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury
13:37:00,Friday,31-50,Male,High school,Employee,5-10yr,Automobile,Governmental,Unknown,No defect,Market areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,Driver,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,No priority to pedestrian,Slight Injury
5:42:00,Monday,Over 51,Male,Elementary school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
5:42:00,Monday,Under 18,Male,Junior high school,Employee,1-2yr,Other,Owner,Unknown,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Waiting to go,Passenger,Female,31-50,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
